代码,名称,现价,涨跌幅(%),涨跌,涨速(%),换手(%),量比,振幅(%),成交额,流通股,流通市值,市盈率
000065,北方国际,10.03,-1.18,-0.12,-0.10,1.09,0.98,2.27,1.00亿,9.06亿,90.86亿,9.95
000589,贵州轮胎,5.01,-1.18,-0.06,-0.20,2.20,0.98,1.97,1.71亿,15.30亿,76.66亿,10.43
600064,南京高科,7.52,-1.18,-0.09,0.00,1.03,0.98,1.84,1.35亿,17.30亿,130.12亿,5.31
000035,中国天楹,4.98,-1.19,-0.06,0.81,1.02,1.17,2.78,1.24亿,24.26亿,120.80亿,25.70
605003,众望布艺,19.92,-1.19,-0.24,0.91,4.39,2.47,7.44,9736.89万,1.10亿,21.91亿,24.32
300113,顺网科技,16.55,-1.19,-0.20,0.00,9.56,0.76,6.81,8.50亿,5.29亿,87.54亿,40.62
603606,东方电缆,52.91,-1.20,-0.64,-0.06,0.70,0.87,2.24,2.56亿,6.88亿,363.87亿,29.28
601869,长飞光纤,29.71,-1.20,-0.36,0.03,2.46,1.08,3.79,3.00亿,4.06亿,120.72亿,29.48
600395,盘江股份,4.93,-1.20,-0.06,-0.20,1.01,0.72,1.60,1.08亿,21.47亿,105.83亿,225.58
688668,鼎通科技,40.25,-1.20,-0.49,0.00,7.20,1.33,5.77,4.13亿,1.39亿,55.84亿,53.46
600161,天坛生物,20.52,-1.20,-0.25,0.00,0.61,1.06,1.97,2.50亿,19.77亿,405.76亿,28.93
000686,东北证券,8.20,-1.21,-0.10,-0.12,0.70,0.97,2.41,1.35亿,23.40亿,191.92亿,30.39
300811,铂科新材,55.72,-1.21,-0.68,-0.02,4.74,0.78,5.78,6.15亿,2.29亿,127.49亿,40.98
600521,华海药业,18.81,-1.21,-0.23,0.16,0.58,0.66,2.78,1.60亿,14.67亿,275.90亿,20.07
600085,同仁堂,41.70,-1.21,-0.51,0.02,0.77,1.05,2.58,4.43亿,13.71亿,571.90亿,31.77
002061,浙江交科,4.09,-1.21,-0.05,0.25,1.33,1.19,2.42,1.42亿,25.99亿,106.30亿,9.50
000898,鞍钢股份,2.45,-1.21,-0.03,0.00,0.57,1.13,4.44,1.12亿,79.57亿,194.95亿,亏损
605077,华康股份,14.70,-1.21,-0.18,0.00,1.38,1.22,6.05,6204.64万,2.99亿,44.02亿,18.04
603283,赛腾股份,70.92,-1.21,-0.87,-0.06,2.68,0.87,3.85,3.77亿,1.95亿,138.30亿,22.43
603667,五洲新春,27.59,-1.22,-0.34,0.00,15.96,0.92,7.52,16.45亿,3.66亿,101.04亿,77.17
300779,惠城环保,92.51,-1.22,-1.14,-0.21,1.37,0.73,2.98,1.89亿,1.49亿,138.27亿,313.13
603355,莱克电气,22.68,-1.22,-0.28,0.00,0.32,1.01,2.09,4180.84万,5.71亿,129.53亿,11.10
002267,陕天然气,8.09,-1.22,-0.10,0.00,0.65,0.81,2.20,5908.87万,11.12亿,89.97亿,12.89
002180,纳思达,29.88,-1.22,-0.37,0.03,2.48,1.23,5.88,10.35亿,13.65亿,407.94亿,29.49
000963,华东医药,35.51,-1.22,-0.44,0.00,0.41,0.82,1.53,2.54亿,17.52亿,622.19亿,18.23
301183,东田微,61.35,-1.22,-0.76,-0.02,22.25,1.31,7.79,6.53亿,4608.80万,28.27亿,91.62
000682,东方电子,10.47,-1.23,-0.13,-0.10,0.72,0.93,3.11,1.03亿,13.41亿,140.36亿,25.00
603325,博隆技术,76.45,-1.23,-0.95,0.11,4.10,2.15,3.10,5195.10万,1667.00万,12.74亿,22.57
000088,盐 田 港,4.83,-1.23,-0.06,-0.21,0.62,1.26,1.64,6728.57万,22.49亿,108.63亿,18.76
301219,腾远钴业,46.70,-1.23,-0.58,-0.09,1.50,1.04,2.96,1.19亿,1.68亿,78.40亿,16.72
600581,八一钢铁,3.22,-1.23,-0.04,0.00,2.40,1.40,4.91,1.20亿,15.33亿,49.36亿,亏损
688690,纳微科技,18.50,-1.23,-0.23,1.59,0.89,0.78,3.63,6564.54万,4.04亿,74.71亿,133.39
002266,浙富控股,3.21,-1.23,-0.04,0.00,0.70,1.09,2.46,1.11亿,48.97亿,157.19亿,16.20
603816,顾家家居,28.03,-1.23,-0.35,0.04,0.59,0.75,2.43,1.35亿,8.12亿,227.65亿,12.72
600993,马应龙,26.40,-1.24,-0.33,0.11,0.98,0.79,2.13,1.13亿,4.30亿,113.60亿,18.66
000661,长春高新,99.75,-1.24,-1.25,-0.01,1.06,1.17,1.71,4.27亿,4.00亿,398.53亿,10.94
300196,长海股份,11.11,-1.24,-0.14,1.00,1.80,1.34,3.20,4938.68万,2.46亿,27.37亿,16.82
605008,长鸿高科,11.90,-1.25,-0.15,-0.17,0.36,0.84,2.24,2752.49万,6.42亿,76.44亿,56.20
603650,彤程新材,35.64,-1.25,-0.45,-0.03,1.24,0.89,2.52,2.64亿,5.96亿,212.29亿,36.51
600916,中国黄金,8.70,-1.25,-0.11,0.12,1.07,1.25,1.48,1.57亿,16.80亿,146.16亿,14.70
600283,钱江水利,9.48,-1.25,-0.12,0.00,1.26,0.58,2.92,5946.96万,4.94亿,46.85亿,24.10
301027,华蓝集团,14.99,-1.25,-0.19,-0.20,5.65,0.87,4.08,1.01亿,1.18亿,17.71亿,亏损
002346,柘中股份,9.46,-1.25,-0.12,-0.11,0.86,1.34,3.65,3233.18万,3.93亿,37.22亿,亏损
000617,中油资本,7.08,-1.25,-0.09,0.00,0.52,0.90,2.23,4.70亿,126.42亿,895.06亿,15.46
603091,众鑫股份,44.03,-1.26,-0.56,-0.07,7.75,1.22,2.78,6932.39万,2003.72万,8.82亿,14.31
002984,森麒麟,24.33,-1.26,-0.31,0.00,1.42,1.18,2.72,2.44亿,6.99亿,170.13亿,10.88
000937,冀中能源,6.26,-1.26,-0.08,0.00,0.70,0.83,1.58,1.51亿,34.33亿,214.93亿,13.66
000672,上峰水泥,7.82,-1.26,-0.10,0.26,0.59,0.83,2.78,4515.24万,9.69亿,75.81亿,14.06
001223,欧克科技,42.23,-1.26,-0.54,0.00,4.66,0.75,3.09,3280.87万,1668.00万,7.04亿,36.22
000537,中绿电,9.37,-1.26,-0.12,0.11,0.76,1.02,2.63,1.50亿,20.67亿,193.64亿,15.86
002014,永新股份,10.13,-1.27,-0.13,0.10,0.65,1.21,2.24,3994.75万,6.04亿,61.22亿,15.27
000513,丽珠集团,37.30,-1.27,-0.48,-0.03,0.86,0.95,1.35,1.94亿,6.01亿,224.10亿,15.52
688188,柏楚电子,177.70,-1.28,-2.30,0.01,0.36,0.68,2.47,1.34亿,2.05亿,365.09亿,37.73
688122,西部超导,43.27,-1.28,-0.56,-0.19,0.83,1.07,1.94,2.34亿,6.50亿,281.11亿,34.93
688793,倍轻松,32.38,-1.28,-0.42,0.12,5.70,1.63,6.55,1.62亿,8594.54万,27.83亿,159.33
000728,国元证券,8.47,-1.28,-0.11,0.00,0.74,1.01,2.21,2.76亿,43.64亿,369.61亿,17.66
601966,玲珑轮胎,18.48,-1.28,-0.24,0.00,0.91,1.14,2.40,2.49亿,14.64亿,270.46亿,11.85
002706,良信股份,6.92,-1.28,-0.09,0.15,1.69,1.11,3.14,1.09亿,9.15亿,63.30亿,18.77
600048,保利发展,9.22,-1.28,-0.12,0.00,0.79,1.00,2.57,8.82亿,119.70亿,1103.67亿,10.60
601678,滨化股份,3.84,-1.28,-0.05,0.00,1.24,0.90,2.31,9714.72万,20.30亿,77.95亿,31.32
002322,理工能科,13.02,-1.29,-0.17,-0.08,1.07,0.89,2.05,5132.51万,3.65亿,47.53亿,19.84
600383,金地集团,4.58,-1.29,-0.06,0.00,1.77,0.74,2.37,3.68亿,45.15亿,206.77亿,亏损
603693,江苏新能,9.90,-1.30,-0.13,0.00,0.41,0.81,2.09,3679.73万,8.91亿,88.26亿,15.62
601155,新城控股,12.18,-1.30,-0.16,0.33,0.56,0.83,2.59,1.55亿,22.56亿,274.73亿,14.17
603368,柳药集团,18.27,-1.30,-0.24,0.06,1.44,1.03,1.95,1.05亿,3.97亿,72.56亿,7.64
601126,四方股份,16.63,-1.31,-0.22,-0.12,1.57,1.51,3.44,2.18亿,8.19亿,136.18亿,17.07
002157,正邦科技,3.01,-1.31,-0.04,0.00,1.82,1.16,4.92,3.97亿,71.55亿,215.35亿,69.45
002048,宁波华翔,12.79,-1.31,-0.17,-0.08,1.61,1.20,2.31,1.08亿,5.22亿,66.79亿,10.89
605555,德昌股份,21.81,-1.31,-0.29,-0.41,4.88,0.89,3.94,1.47亿,1.36亿,29.60亿,20.20
688100,威胜信息,36.83,-1.31,-0.49,-0.03,0.41,0.83,2.79,7427.66万,4.92亿,181.09亿,32.15
688370,丛麟科技,20.29,-1.31,-0.27,1.65,1.15,1.41,4.28,1015.99万,4374.91万,8.88亿,27.81
600956,新天绿能,7.49,-1.32,-0.10,0.00,0.28,0.84,1.98,4594.83万,21.65亿,162.19亿,15.80
600917,重庆燃气,5.99,-1.32,-0.08,-0.17,0.30,1.02,1.81,2877.63万,15.61亿,93.51亿,26.68
600388,龙净环保,12.70,-1.32,-0.17,0.00,0.75,0.73,2.33,1.22亿,12.70亿,161.30亿,18.68
600380,健康元,11.18,-1.32,-0.15,0.00,0.62,1.05,2.12,1.32亿,18.74亿,209.54亿,14.14
603156,养元饮品,22.35,-1.32,-0.30,0.00,0.27,0.79,2.21,7560.00万,12.65亿,282.84亿,17.26
002060,广东建工,3.71,-1.33,-0.05,0.00,1.29,0.93,2.13,7545.59万,15.63亿,57.98亿,16.21
600033,福建高速,3.71,-1.33,-0.05,0.27,0.89,0.58,2.13,9133.54万,27.44亿,101.82亿,9.63
603596,伯特利,45.90,-1.33,-0.62,0.15,0.86,0.67,3.12,2.41亿,6.05亿,277.83亿,26.84
603707,健友股份,13.31,-1.33,-0.18,0.38,0.31,1.10,2.82,6678.99万,16.16亿,215.04亿,26.62
600639,浦东金桥,11.09,-1.33,-0.15,-0.36,1.10,1.43,1.60,1.04亿,8.50亿,94.29亿,23.90
002440,闰土股份,6.60,-1.34,-0.09,0.30,0.62,1.28,3.29,3875.67万,9.46亿,62.46亿,36.86
601878,浙商证券,12.41,-1.35,-0.17,-0.08,1.54,0.78,3.34,8.91亿,45.74亿,567.61亿,33.65
600531,豫光金铅,6.57,-1.35,-0.09,0.00,1.33,1.06,2.40,9618.53万,10.90亿,71.63亿,9.69
603190,亚通精工,22.60,-1.35,-0.31,0.00,3.94,1.16,2.05,3617.76万,4051.95万,9.16亿,24.35
600966,博汇纸业,5.10,-1.35,-0.07,0.00,0.76,0.86,2.52,5216.95万,13.37亿,68.18亿,34.28
000869,张  裕Ａ,23.29,-1.35,-0.32,0.00,0.34,0.92,1.57,3587.44万,4.55亿,105.99亿,52.40
002837,英维克,36.41,-1.35,-0.50,0.00,5.47,1.11,6.42,13.19亿,6.47亿,235.44亿,57.58
300962,中金辐照,17.43,-1.36,-0.24,0.00,2.64,0.73,5.04,1.20亿,2.64亿,46.02亿,35.99
300588,熙菱信息,15.92,-1.36,-0.22,0.00,8.02,1.08,3.47,1.72亿,1.34亿,21.28亿,亏损
002155,湖南黄金,16.64,-1.36,-0.23,-0.18,2.90,0.85,2.43,5.84亿,12.02亿,200.00亿,22.50
600586,金晶科技,5.79,-1.36,-0.08,0.00,0.99,0.70,2.21,8245.45万,14.29亿,82.73亿,20.89
002507,涪陵榨菜,14.46,-1.36,-0.20,0.00,0.90,0.88,1.84,1.51亿,11.49亿,166.13亿,18.66
002299,圣农发展,14.43,-1.37,-0.20,-0.07,0.71,0.98,3.35,1.27亿,12.25亿,176.80亿,35.16
603568,伟明环保,20.89,-1.37,-0.29,0.05,0.24,1.03,2.31,8437.74万,16.98亿,354.79亿,12.65
300106,西部牧业,10.79,-1.37,-0.15,1.03,9.73,0.94,7.59,2.20亿,2.11亿,22.80亿,亏损
301308,江波龙,93.95,-1.38,-1.31,0.01,9.47,1.05,5.64,10.48亿,1.16亿,108.85亿,52.63
000977,浪潮信息,50.85,-1.38,-0.71,-0.02,9.06,1.20,5.31,68.76亿,14.70亿,747.69亿,43.38
688336,三生国健,21.47,-1.38,-0.30,-0.14,0.25,1.18,2.11,3275.95万,6.17亿,132.42亿,42.62
600030,中信证券,29.92,-1.38,-0.42,-0.03,0.86,1.03,2.14,31.49亿,121.77亿,3643.22亿,19.80
600655,豫园股份,6.41,-1.39,-0.09,0.00,0.37,0.67,1.69,9156.38万,38.90亿,249.34亿,16.15
002755,奥赛康,12.78,-1.39,-0.18,0.00,0.35,0.92,2.55,4242.94万,9.28亿,118.62亿,70.04
000623,吉林敖东,17.73,-1.39,-0.25,-0.17,0.82,1.04,2.11,1.75亿,11.91亿,211.18亿,12.78
300209,*ST有树,5.67,-1.39,-0.08,0.00,8.52,2.27,14.78,2.55亿,4.90亿,27.78亿,亏损
603369,今世缘,44.55,-1.39,-0.63,-0.02,0.47,0.72,2.06,2.63亿,12.54亿,558.88亿,13.58
603291,联合水务,10.60,-1.40,-0.15,0.28,2.89,1.21,3.35,4008.08万,1.30亿,13.77亿,25.92
688168,安博通,42.25,-1.40,-0.60,-0.07,3.17,0.92,4.06,1.03亿,7685.51万,32.47亿,亏损
000301,东方盛虹,8.43,-1.40,-0.12,-0.24,0.22,0.80,2.69,1.05亿,54.97亿,463.40亿,亏损
002438,江苏神通,11.90,-1.41,-0.17,0.25,1.87,0.91,2.49,1.05亿,4.69亿,55.80亿,19.88
601136,首创证券,23.06,-1.41,-0.33,-0.17,3.98,0.86,2.91,4.45亿,4.81亿,111.03亿,63.05
605090,九丰能源,27.22,-1.41,-0.39,0.00,0.71,1.03,2.39,1.24亿,6.35亿,172.88亿,8.58
600409,三友化工,5.57,-1.42,-0.08,0.00,1.01,0.85,1.77,1.17亿,20.64亿,114.98亿,21.85
601199,江南水务,5.57,-1.42,-0.08,0.00,0.81,0.76,1.77,4245.31万,9.35亿,52.09亿,14.38
001213,中铁特货,4.17,-1.42,-0.06,0.00,0.56,1.28,1.89,1.05亿,44.44亿,185.33亿,24.27
300863,卡倍亿,47.89,-1.42,-0.69,-0.02,9.47,1.82,8.23,5.60亿,1.19亿,56.99亿,34.13
002249,大洋电机,5.53,-1.43,-0.08,0.18,1.53,1.17,2.14,1.56亿,18.28亿,101.10亿,15.08
002281,光迅科技,56.61,-1.43,-0.82,0.46,15.92,1.58,8.25,71.49亿,7.73亿,437.61亿,72.62
600871,石化油服,2.07,-1.43,-0.03,-0.48,0.55,0.93,1.91,1.56亿,135.69亿,280.89亿,43.57
300584,海辰药业,21.31,-1.43,-0.31,0.47,3.64,0.80,4.44,6388.90万,8211.86万,17.50亿,68.21
688075,安旭生物,37.67,-1.44,-0.55,-0.03,0.32,0.77,1.99,1550.81万,1.27亿,47.87亿,26.44
601065,江盐集团,8.90,-1.44,-0.13,0.00,1.62,1.15,1.88,6062.34万,4.16亿,37.05亿,12.02
300881,盛德鑫泰,31.30,-1.45,-0.46,0.06,2.73,1.28,2.87,4917.72万,5740.62万,17.97亿,13.39
002965,祥鑫科技,34.00,-1.45,-0.50,0.53,13.91,1.82,7.94,7.44亿,1.53亿,51.93亿,19.35
836208,青矩技术,33.93,-1.45,-0.50,0.00,1.85,0.68,4.50,3503.63万,5538.09万,18.79亿,24.46
688630,芯碁微装,62.37,-1.45,-0.92,-0.06,1.44,0.96,3.33,1.20亿,1.32亿,82.17亿,39.74
600862,中航高科,23.71,-1.46,-0.35,0.04,0.51,0.76,2.79,1.69亿,13.93亿,330.29亿,27.16
000970,中科三环,10.82,-1.46,-0.16,0.00,1.64,0.98,2.82,2.18亿,12.16亿,131.54亿,亏损
002245,蔚蓝锂芯,10.10,-1.46,-0.15,0.00,3.12,1.06,3.51,3.48亿,10.87亿,109.81亿,30.96
688596,正帆科技,37.66,-1.47,-0.56,-0.11,1.89,1.20,2.41,2.08亿,2.89亿,108.91亿,24.63
000401,冀东水泥,5.38,-1.47,-0.08,-0.19,0.99,0.97,2.75,8329.98万,15.47亿,83.24亿,亏损
002544,普天科技,22.14,-1.47,-0.33,0.09,1.24,1.02,3.60,1.89亿,6.79亿,150.36亿,619.17
600732,爱旭股份,11.39,-1.47,-0.17,0.00,4.24,1.62,5.97,7.90亿,15.97亿,181.91亿,亏损
601615,明阳智能,12.71,-1.47,-0.19,0.47,1.41,1.01,2.64,4.10亿,22.71亿,288.71亿,26.78
600763,通策医疗,46.82,-1.47,-0.70,-0.02,1.27,1.26,1.71,2.68亿,4.47亿,209.42亿,31.52
688578,艾力斯,60.68,-1.48,-0.91,-0.08,1.10,1.02,2.87,3.02亿,4.50亿,273.06亿,19.27
000498,山东路桥,5.97,-1.49,-0.09,-0.17,0.98,0.97,2.48,8643.67万,14.58亿,87.04亿,4.80
601555,东吴证券,7.96,-1.49,-0.12,-0.13,0.84,1.17,2.23,3.35亿,49.69亿,395.51亿,16.20
603617,君禾股份,6.63,-1.49,-0.10,-0.45,4.57,1.29,5.35,1.16亿,3.80亿,25.20亿,31.43
603130,云中马,22.51,-1.49,-0.34,-0.04,2.46,0.78,4.38,2830.05万,5106.35万,11.49亿,34.54
002100,天康生物,6.59,-1.50,-0.10,0.00,2.01,1.04,2.39,1.82亿,13.65亿,89.97亿,11.93
600925,苏能股份,5.27,-1.50,-0.08,0.19,0.66,1.03,1.87,5631.25万,16.06亿,84.64亿,21.75
300003,乐普医疗,11.85,-1.50,-0.18,0.00,0.96,0.96,2.00,1.86亿,16.16亿,191.50亿,20.82
002612,朗姿股份,17.76,-1.50,-0.27,0.00,6.37,1.15,7.10,2.87亿,2.54亿,45.03亿,28.16
600123,兰花科创,8.54,-1.50,-0.13,0.12,0.83,0.48,2.08,1.05亿,14.73亿,125.81亿,13.35
600874,创业环保,5.91,-1.50,-0.09,0.17,0.91,1.16,2.50,6687.91万,12.30亿,72.72亿,10.27
603300,海南华铁,5.89,-1.50,-0.09,0.17,3.85,1.04,3.18,4.52亿,19.71亿,116.07亿,17.88
688348,昱能科技,51.00,-1.51,-0.78,-0.45,2.03,0.73,3.03,8473.60万,8058.71万,41.10亿,39.99
002926,华西证券,8.48,-1.51,-0.13,0.24,0.60,0.92,2.44,1.34亿,26.25亿,222.60亿,65.70
002004,华邦健康,4.56,-1.51,-0.07,-0.22,1.01,1.10,2.16,8779.16万,18.82亿,85.83亿,14.98
600435,北方导航,10.37,-1.52,-0.16,0.00,1.53,1.47,3.04,2.41亿,15.03亿,155.82亿,亏损
603599,广信股份,11.65,-1.52,-0.18,-0.26,0.63,0.72,2.87,6767.44万,9.10亿,106.05亿,13.85
600976,健民集团,42.00,-1.52,-0.65,0.00,0.87,0.71,1.92,5659.72万,1.53亿,64.39亿,15.02
002563,森马服饰,7.11,-1.52,-0.11,0.14,0.66,0.81,2.49,1.04亿,22.08亿,157.02亿,19.03
601068,中铝国际,4.52,-1.52,-0.07,0.00,0.39,0.91,2.61,4579.23万,25.60亿,115.69亿,40.29
601100,恒立液压,52.31,-1.52,-0.81,-0.13,0.72,1.26,3.24,5.10亿,13.41亿,701.38亿,29.36
000923,河钢资源,14.20,-1.53,-0.22,0.00,1.54,1.15,2.22,1.38亿,6.28亿,89.16亿,12.04
688677,海泰新光,35.38,-1.53,-0.55,-0.20,0.49,0.74,2.64,2130.80万,1.21亿,42.67亿,32.86
300529,健帆生物,29.51,-1.53,-0.46,0.00,0.66,0.92,2.37,1.01亿,5.12亿,151.24亿,22.33
300672,国科微,72.50,-1.53,-1.13,0.14,6.92,1.19,5.15,10.75亿,2.10亿,152.32亿,168.62
600779,水井坊,53.85,-1.54,-0.84,-0.15,0.85,0.70,2.34,2.25亿,4.88亿,262.52亿,17.50
002700,ST浩源,10.25,-1.54,-0.16,0.00,0.50,0.73,2.59,1727.81万,3.35亿,34.31亿,38.72
834599,同力股份,13.45,-1.54,-0.21,0.00,0.91,0.56,3.51,4191.29万,3.41亿,45.81亿,10.04
300557,理工光科,31.23,-1.54,-0.49,0.00,5.13,1.47,4.95,1.49亿,9149.73万,28.57亿,81.20
002171,楚江新材,8.92,-1.54,-0.14,0.00,1.65,0.87,4.19,2.17亿,14.54亿,129.67亿,611.21
002564,*ST天沃,4.45,-1.55,-0.07,0.00,1.66,1.27,3.98,6416.32万,8.58亿,38.20亿,522.39
